label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
intercooler;heat_exchanger_simple;[];[];[];[];['pr'];['zeta'];False;nan;-5546.343793090926;False;False;0.9991294940041775;False;False;4623.264593676317;True;False;1;False;False;1;False;False;1;False;False;1;False;False;1;False;False;0x7f48cd45d4a8;False;HE_HOT;m;-16.47216508060666;False;nan;False;nan;False;default;default
