label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat'];[None];[1000000.0000000001];['0x7f2cab487668'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-1000000.0000000001;False;False;2501.374200472263;False;False;399.78024871736454;False;False;0x7f2cab4bfb38;False;HE_HOT;m;0x7f2cab4bfac8;False;HE_COLD;m;1426.8711424010703;False;False;45.00000000006207;False;False;0.999;True;False;0.98;True;False;117.56152149910947;False;False;21073.3500877596;False;False;-1046.517920323207;False;2792.980903465808;False;1746.462983142601;False;nan;False
