label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;fuel;fuel_set;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_method;tiP_char_param;Q1_char;Q1_char_set;Q1_char_method;Q1_char_param;Q2_char;Q2_char_set;Q2_char_method;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_method;Qloss_char_param;S;S_set;S_var
internal combustion engine;cogeneration_unit;['power', 'heat', 'ti'];['P', 'Q', 'TI'];[-109114862.40628362, -39142477.00501782, 229141211.0531956];['0x7f2cad52bef0', '0x7f2cad52bf60', '0x7f2cad52bfd0'];['pr1'];['zeta1'];False;nan;nan;False;1.0000000000000115;True;False;229141211.0531956;False;False;109114862.40628362;True;True;19571238.50250891;False;False;19571238.50250891;False;False;32188884.409853667;True;True;0.98;True;False;0.98;False;False;230.92469521473046;False;False;230.92469521473046;False;False;0x7f2cad565da0;False;default;nan;0x7f2cad565e10;False;default;nan;0x7f2cad565e80;False;default;nan;0x7f2cad565ef0;False;QLOSS;nan;1;False;False
