label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat'];[None];[999999.9999999998];['0x7f48cd4a8550'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-200000.0;False;False;59872.155940768665;True;False;30.975662661186334;False;False;0x7f48cd45d2e8;False;default;m;0x7f48cd45d438;False;default;m;16.86090348938427;False;False;51.36886974123513;False;False;0.9900000000000005;True;False;0.9996000353357323;False;False;1871901.6570753132;False;False;337426.3312869493;True;False;True;True;-512.8570740562587;False;566.9009362446886;False;54.0438621884299;False;nan;False
