time,heat_target,temperature_feed,temperature_return,pressure_feed,pressure_return
2030-01-01 00:00:00,0.0,93.2,54.6,9.5,10
2030-01-01 01:00:00,1000000.0000001732,90.2,54.6,9.5,10
2030-01-01 02:00:00,999999.9999999026,92.0,53.8,9.5,10
2030-01-01 03:00:00,999999.9999999026,92.5,54.2,9.5,10
2030-01-01 04:00:00,1000000.0000001732,91.2,53.1,9.5,10
2030-01-01 05:00:00,999999.9999999026,89.8,51.9,9.5,10
2030-01-01 06:00:00,1000000.0000001732,89.5,53.0,9.5,10
2030-01-01 07:00:00,999999.9999999026,92.0,53.7,9.5,10
2030-01-01 08:00:00,999999.9999999026,92.6,54.6,9.5,10
2030-01-01 09:00:00,1000000.0000001732,91.7,54.6,9.5,10
2030-01-01 10:00:00,999999.9999999026,91.2,54.6,9.5,10
2030-01-01 11:00:00,999999.9999999026,92.6,54.6,9.5,10
2030-01-01 12:00:00,1000000.0000001732,91.1,54.6,9.5,10
2030-01-01 13:00:00,999999.9999999026,91.9,53.1,9.5,10
2030-01-01 14:00:00,999999.9999999026,86.3,53.0,9.5,10
2030-01-01 15:00:00,1000000.0000001732,87.7,53.0,9.5,10
2030-01-01 16:00:00,999999.9999999026,90.2,53.0,9.5,10
2030-01-01 17:00:00,999999.9999999026,86.8,53.0,9.5,10
2030-01-01 18:00:00,1000000.0000001732,84.3,53.0,9.5,10
2030-01-01 19:00:00,999999.9999999026,86.7,52.6,9.5,10
2030-01-01 20:00:00,1000000.0000001732,89.1,51.5,9.5,10
2030-01-01 21:00:00,999999.9999999026,86.8,51.5,9.5,10
2030-01-01 22:00:00,999999.9999999026,86.1,51.5,9.5,10
2030-01-01 23:00:00,1000000.0000001732,85.1,51.5,9.5,10
2030-01-02 00:00:00,999999.9999999026,83.6,50.1,9.5,10
2030-01-02 01:00:00,999999.9999999026,81.5,50.0,9.5,10
2030-01-02 02:00:00,1000000.0000001732,84.0,49.2,9.5,10
2030-01-02 03:00:00,999999.9999999026,87.7,49.6,9.5,10
2030-01-02 04:00:00,999999.9999999026,87.7,50.3,9.5,10
2030-01-02 05:00:00,0.0,83.8,51.0,9.5,10
2030-01-02 06:00:00,0.0,82.7,51.5,9.5,10
2030-01-02 07:00:00,0.0,80.2,51.5,9.5,10
2030-01-02 08:00:00,0.0,82.5,51.5,9.5,10
2030-01-02 09:00:00,0.0,82.6,51.5,9.5,10
2030-01-02 10:00:00,0.0,83.1,51.5,9.5,10
2030-01-02 11:00:00,0.0,85.9,51.5,9.5,10
2030-01-02 12:00:00,0.0,83.4,51.5,9.5,10
2030-01-02 13:00:00,0.0,82.7,51.5,9.5,10
2030-01-02 14:00:00,0.0,84.4,51.5,9.5,10
2030-01-02 15:00:00,0.0,84.5,52.3,9.5,10
2030-01-02 16:00:00,0.0,84.2,53.0,9.5,10
2030-01-02 17:00:00,0.0,81.5,53.0,9.5,10
2030-01-02 18:00:00,0.0,82.7,53.0,9.5,10
2030-01-02 19:00:00,0.0,85.0,53.0,9.5,10
2030-01-02 20:00:00,0.0,84.9,53.0,9.5,10
2030-01-02 21:00:00,0.0,82.5,54.0,9.5,10
2030-01-02 22:00:00,0.0,83.0,54.5,9.5,10
2030-01-02 23:00:00,0.0,83.9,54.5,9.5,10
2030-01-03 00:00:00,0.0,87.9,54.5,9.5,10
2030-01-03 01:00:00,0.0,87.4,54.0,9.5,10
2030-01-03 02:00:00,1000000.0000001732,87.1,53.0,9.5,10
2030-01-03 03:00:00,999999.9999999026,86.9,54.3,9.5,10
2030-01-03 04:00:00,-999999.9999999404,86.8,54.5,9.5,10
2030-01-03 05:00:00,-1000000.0000001315,90.4,53.9,9.5,10
2030-01-03 06:00:00,-999916.0016799279,109.5,54.5,9.5,10
2030-01-03 07:00:00,-999999.9999999404,110.6,54.5,9.5,10
2030-01-03 08:00:00,-999999.9999999404,110.4,55.2,9.5,10
2030-01-03 09:00:00,-1000000.0000001315,110.6,56.0,9.5,10
2030-01-03 10:00:00,-999916.0016799279,109.6,55.6,9.5,10
2030-01-03 11:00:00,-999999.9999999404,109.1,54.5,9.5,10
2030-01-03 12:00:00,-999999.9999999404,107.9,54.5,9.5,10
2030-01-03 13:00:00,-38891.22217572548,107.5,54.5,9.5,10
2030-01-03 14:00:00,1000000.0000001732,107.5,54.5,9.5,10
2030-01-03 15:00:00,999999.9999999026,108.9,54.5,9.5,10
2030-01-03 16:00:00,1000000.0000001732,107.6,54.5,9.5,10
2030-01-03 17:00:00,999999.9999999026,104.2,54.5,9.5,10
2030-01-03 18:00:00,-999999.9999999404,101.1,54.5,9.5,10
2030-01-03 19:00:00,999999.9999999026,99.5,54.5,9.5,10
2030-01-03 20:00:00,999999.9999999026,101.8,55.2,9.5,10
2030-01-03 21:00:00,1000000.0000001732,103.2,56.0,9.5,10
2030-01-03 22:00:00,999999.9999999026,103.3,56.0,9.5,10
2030-01-03 23:00:00,999999.9999999026,101.1,56.0,9.5,10
2030-01-04 00:00:00,1000000.0000001732,87.3,54.9,9.5,10
2030-01-04 01:00:00,999999.9999999026,85.9,53.4,9.5,10
2030-01-04 02:00:00,999999.9999999026,89.1,52.9,9.5,10
2030-01-04 03:00:00,1000000.0000001732,92.8,52.9,9.5,10
2030-01-04 04:00:00,999999.9999999026,101.1,54.3,9.5,10
2030-01-04 05:00:00,-999916.0016799279,104.2,54.8,9.5,10
2030-01-04 06:00:00,-1000000.0000001315,104.8,54.9,9.5,10
2030-01-04 07:00:00,-999999.9999999404,106.3,55.9,9.5,10
2030-01-04 08:00:00,-999999.9999997496,107.0,55.9,9.5,10
2030-01-04 09:00:00,-1000000.0000001315,107.2,55.5,9.5,10
2030-01-04 10:00:00,-147165.05669897667,106.8,55.2,9.5,10
2030-01-04 11:00:00,1000000.0000001732,105.6,54.4,9.5,10
2030-01-04 12:00:00,-888618.2276354624,105.0,54.4,9.5,10
2030-01-04 13:00:00,999999.9999999026,105.7,54.4,9.5,10
2030-01-04 14:00:00,-999916.0016801191,105.5,54.4,9.5,10
2030-01-04 15:00:00,-999999.9999997496,103.8,54.4,9.5,10
2030-01-04 16:00:00,-999999.9999999404,104.7,54.4,9.5,10
2030-01-04 17:00:00,123214.28571421426,103.3,54.4,9.5,10
2030-01-04 18:00:00,999999.9999999026,104.9,54.4,9.5,10
2030-01-04 19:00:00,999999.9999999026,104.9,54.4,9.5,10
2030-01-04 20:00:00,1000000.0000001732,105.7,55.4,9.5,10
2030-01-04 21:00:00,999999.9999999026,105.0,55.9,9.5,10
2030-01-04 22:00:00,999999.9999999026,103.1,55.9,9.5,10
2030-01-04 23:00:00,1000000.0000001732,90.8,54.7,9.5,10
2030-01-05 00:00:00,999999.9999999026,85.3,54.4,9.5,10
2030-01-05 01:00:00,999999.9999999026,85.5,53.7,9.5,10
2030-01-05 02:00:00,1000000.0000001732,84.7,54.4,9.5,10
2030-01-05 03:00:00,999999.9999999026,84.0,53.3,9.5,10
2030-01-05 04:00:00,1000000.0000001732,84.5,52.5,9.5,10
2030-01-05 05:00:00,999999.9999999026,87.9,52.7,9.5,10
2030-01-05 06:00:00,-999999.9999999404,96.0,53.7,9.5,10
2030-01-05 07:00:00,-999916.0016801191,83.6,54.4,9.5,10
2030-01-05 08:00:00,-999999.9999999404,86.6,53.0,9.5,10
2030-01-05 09:00:00,-999999.9999999404,88.0,52.9,9.5,10
2030-01-05 10:00:00,-1000000.0000001315,85.6,53.1,9.5,10
2030-01-05 11:00:00,-999916.0016799279,88.8,54.4,9.5,10
2030-01-05 12:00:00,-999999.9999999404,92.3,54.4,9.5,10
2030-01-05 13:00:00,-999999.9999999404,82.3,54.4,9.5,10
2030-01-05 14:00:00,999999.9999999026,85.6,54.4,9.5,10
2030-01-05 15:00:00,-999999.9999999404,84.5,54.4,9.5,10
2030-01-05 16:00:00,-999916.0016801191,83.7,54.4,9.5,10
2030-01-05 17:00:00,-999999.9999999404,85.0,54.4,9.5,10
2030-01-05 18:00:00,-999999.9999999404,85.4,54.4,9.5,10
2030-01-05 19:00:00,-999999.9999999404,85.0,54.4,9.5,10
2030-01-05 20:00:00,-999916.0016801191,86.0,54.4,9.5,10
2030-01-05 21:00:00,1000000.0000001732,89.2,54.4,9.5,10
2030-01-05 22:00:00,999999.9999999026,93.2,54.4,9.5,10
2030-01-05 23:00:00,999999.9999999026,93.0,54.4,9.5,10
2030-01-06 00:00:00,1000000.0000001732,90.0,54.4,9.5,10
2030-01-06 01:00:00,-1000000.0000001315,88.9,54.1,9.5,10
2030-01-06 02:00:00,-999999.9999999404,94.5,52.9,9.5,10
2030-01-06 03:00:00,-999999.9999999404,99.0,52.9,9.5,10
2030-01-06 04:00:00,-999916.0016799279,97.6,53.5,9.5,10
2030-01-06 05:00:00,-1000000.0000001315,98.1,54.5,9.5,10
2030-01-06 06:00:00,-999999.9999999404,93.4,55.9,9.5,10
2030-01-06 07:00:00,-999999.9999999404,94.8,55.9,9.5,10
2030-01-06 08:00:00,-1000000.0000001315,94.6,56.4,9.5,10
2030-01-06 09:00:00,-999916.0016799279,96.3,55.5,9.5,10
2030-01-06 10:00:00,-999999.9999999404,100.4,54.4,9.5,10
2030-01-06 11:00:00,-999999.9999999404,94.6,54.4,9.5,10
2030-01-06 12:00:00,-1000000.0000001315,93.8,54.4,9.5,10
2030-01-06 13:00:00,-999916.0016799279,95.1,54.4,9.5,10
2030-01-06 14:00:00,0.0,91.7,54.4,9.5,10
2030-01-06 15:00:00,0.0,92.9,54.4,9.5,10
2030-01-06 16:00:00,0.0,88.6,54.4,9.5,10
2030-01-06 17:00:00,0.0,89.7,54.4,9.5,10
2030-01-06 18:00:00,0.0,91.3,54.4,9.5,10
2030-01-06 19:00:00,0.0,87.9,54.4,9.5,10
2030-01-06 20:00:00,0.0,91.6,54.4,9.5,10
2030-01-06 21:00:00,0.0,93.3,54.4,9.5,10
2030-01-06 22:00:00,0.0,91.5,54.4,9.5,10
2030-01-06 23:00:00,0.0,90.1,54.4,9.5,10
2030-01-07 00:00:00,999999.9999999026,90.0,52.4,9.5,10
2030-01-07 01:00:00,1000000.0000001732,90.6,51.3,9.5,10
2030-01-07 02:00:00,999999.9999999026,88.4,49.3,9.5,10
2030-01-07 03:00:00,999999.9999999026,89.8,47.4,9.5,10
2030-01-07 04:00:00,1000000.0000001732,87.1,50.6,9.5,10
2030-01-07 05:00:00,999999.9999999026,86.4,52.8,9.5,10
2030-01-07 06:00:00,1000000.0000001732,86.9,52.8,9.5,10
2030-01-07 07:00:00,999999.9999999026,89.3,54.0,9.5,10
2030-01-07 08:00:00,999999.9999999026,91.2,54.3,9.5,10
2030-01-07 09:00:00,1000000.0000001732,90.9,54.3,9.5,10
2030-01-07 10:00:00,999999.9999999026,88.7,54.3,9.5,10
2030-01-07 11:00:00,999999.9999999026,84.8,53.9,9.5,10
2030-01-07 12:00:00,1000000.0000001732,85.9,52.8,9.5,10
2030-01-07 13:00:00,999999.9999999026,84.9,52.8,9.5,10
2030-01-07 14:00:00,999999.9999999026,81.2,52.8,9.5,10
2030-01-07 15:00:00,1000000.0000001732,83.3,52.8,9.5,10
2030-01-07 16:00:00,999999.9999999026,82.4,52.8,9.5,10
2030-01-07 17:00:00,1000000.0000001732,82.3,52.8,9.5,10
2030-01-07 18:00:00,-1000000.0000001315,81.6,52.8,9.5,10
2030-01-07 19:00:00,1000000.0000001732,84.6,52.8,9.5,10
2030-01-07 20:00:00,999999.9999999026,84.9,53.1,9.5,10
2030-01-07 21:00:00,999999.9999999026,82.7,54.3,9.5,10
2030-01-07 22:00:00,1000000.0000001732,86.2,54.3,9.5,10
2030-01-07 23:00:00,999999.9999999026,83.7,54.2,9.5,10
2030-01-08 00:00:00,999999.9999999026,83.4,52.6,9.5,10
2030-01-08 01:00:00,1000000.0000001732,84.3,51.3,9.5,10
2030-01-08 02:00:00,999999.9999999026,89.6,51.3,9.5,10
2030-01-08 03:00:00,999999.9999999026,90.8,52.5,9.5,10
2030-01-08 04:00:00,1000000.0000001732,84.2,49.9,9.5,10
2030-01-08 05:00:00,999999.9999999026,83.8,50.8,9.5,10
2030-01-08 06:00:00,1000000.0000001732,84.4,53.0,9.5,10
2030-01-08 07:00:00,999999.9999999026,86.7,54.3,9.5,10
2030-01-08 08:00:00,0.0,87.7,54.3,9.5,10
2030-01-08 09:00:00,0.0,86.2,54.3,9.5,10
2030-01-08 10:00:00,0.0,86.2,54.3,9.5,10
2030-01-08 11:00:00,0.0,86.8,54.2,9.5,10
2030-01-08 12:00:00,0.0,86.8,52.7,9.5,10
2030-01-08 13:00:00,0.0,86.0,52.7,9.5,10
2030-01-08 14:00:00,0.0,85.7,52.7,9.5,10
2030-01-08 15:00:00,0.0,83.6,52.7,9.5,10
2030-01-08 16:00:00,0.0,82.0,52.7,9.5,10
2030-01-08 17:00:00,-999999.9999999404,84.8,52.7,9.5,10
2030-01-08 18:00:00,-1000000.0000001315,84.4,52.7,9.5,10
2030-01-08 19:00:00,-999916.0016799279,84.8,52.7,9.5,10
2030-01-08 20:00:00,-999999.9999999404,85.9,53.2,9.5,10
2030-01-08 21:00:00,-1000000.0000001315,87.0,54.3,9.5,10
2030-01-08 22:00:00,-999999.9999999404,89.1,54.3,9.5,10
2030-01-08 23:00:00,-999916.0016799279,88.4,54.3,9.5,10
2030-01-09 00:00:00,-999999.9999999404,89.4,53.5,9.5,10
2030-01-09 01:00:00,0.0,91.7,52.7,9.5,10
2030-01-09 02:00:00,-1000000.0000001315,90.9,53.5,9.5,10
2030-01-09 03:00:00,-999999.9999999404,89.6,52.7,9.5,10
2030-01-09 04:00:00,-999916.0016799279,88.4,52.7,9.5,10
2030-01-09 05:00:00,-1000000.0000001315,89.4,53.1,9.5,10
2030-01-09 06:00:00,-999999.9999999404,89.4,53.7,9.5,10
2030-01-09 07:00:00,-999999.9999999404,92.5,54.2,9.5,10
2030-01-09 08:00:00,-999999.9999999404,92.9,55.1,9.5,10
2030-01-09 09:00:00,-999916.0016801191,93.3,54.2,9.5,10
2030-01-09 10:00:00,-999999.9999999404,92.9,54.2,9.5,10
2030-01-09 11:00:00,-999999.9999999404,93.4,53.0,9.5,10
2030-01-09 12:00:00,-1000000.0000001315,96.5,52.7,9.5,10
2030-01-09 13:00:00,-999916.0016799279,103.5,52.0,9.5,10
2030-01-09 14:00:00,-999999.9999999404,107.5,52.4,9.5,10
2030-01-09 15:00:00,-999999.9999999404,106.4,53.0,9.5,10
2030-01-09 16:00:00,-1000000.0000001315,106.2,52.6,9.5,10
2030-01-09 17:00:00,-999916.0016799279,103.9,52.7,9.5,10
2030-01-09 18:00:00,-999999.9999999404,102.9,52.7,9.5,10
2030-01-09 19:00:00,0.0,102.9,52.7,9.5,10
2030-01-09 20:00:00,0.0,102.9,52.7,9.5,10
2030-01-09 21:00:00,0.0,102.9,52.9,9.5,10
2030-01-09 22:00:00,0.0,102.1,54.2,9.5,10
2030-01-09 23:00:00,0.0,100.2,54.2,9.5,10
2030-01-10 00:00:00,0.0,99.9,54.2,9.5,10
2030-01-10 01:00:00,0.0,99.9,54.9,9.5,10
2030-01-10 02:00:00,0.0,101.4,54.7,9.5,10
2030-01-10 03:00:00,0.0,103.1,54.2,9.5,10
2030-01-10 04:00:00,0.0,104.4,54.2,9.5,10
2030-01-10 05:00:00,-1000000.0000001315,104.4,53.0,9.5,10
2030-01-10 06:00:00,-999999.9999999404,104.9,54.5,9.5,10
2030-01-10 07:00:00,-999916.0016799279,107.5,55.7,9.5,10
2030-01-10 08:00:00,-999999.9999999404,107.5,55.7,9.5,10
2030-01-10 09:00:00,-1000000.0000001315,107.5,55.7,9.5,10
2030-01-10 10:00:00,-999999.9999999404,107.5,55.2,9.5,10
2030-01-10 11:00:00,-999916.0016799279,107.5,54.2,9.5,10
2030-01-10 12:00:00,-1000000.0000001315,107.2,54.2,9.5,10
2030-01-10 13:00:00,-999999.9999999404,106.5,54.2,9.5,10
2030-01-10 14:00:00,-999999.9999999404,100.2,54.2,9.5,10
2030-01-10 15:00:00,-999999.9999999404,100.2,54.2,9.5,10
2030-01-10 16:00:00,-999916.0016801191,98.6,53.0,9.5,10
2030-01-10 17:00:00,-999999.9999999404,95.7,52.7,9.5,10
2030-01-10 18:00:00,-999999.9999999404,94.4,52.7,9.5,10
2030-01-10 19:00:00,-1000000.0000001315,95.3,53.0,9.5,10
2030-01-10 20:00:00,-999916.0016799279,96.2,54.9,9.5,10
2030-01-10 21:00:00,-999999.9999999404,94.0,55.7,9.5,10
2030-01-10 22:00:00,0.0,101.1,55.7,9.5,10
2030-01-10 23:00:00,0.0,101.1,55.7,9.5,10
2030-01-11 00:00:00,0.0,99.6,55.3,9.5,10
2030-01-11 01:00:00,0.0,97.7,54.2,9.5,10
2030-01-11 02:00:00,0.0,95.7,54.2,9.5,10
2030-01-11 03:00:00,0.0,95.1,53.4,9.5,10
2030-01-11 04:00:00,0.0,95.1,52.7,9.5,10
2030-01-11 05:00:00,0.0,96.3,52.9,9.5,10
2030-01-11 06:00:00,-999999.9999999404,97.6,54.2,9.5,10
2030-01-11 07:00:00,-1000000.0000001315,99.6,54.2,9.5,10
2030-01-11 08:00:00,-999916.0016799279,100.4,54.2,9.5,10
2030-01-11 09:00:00,0.0,102.0,54.3,9.5,10
2030-01-11 10:00:00,0.0,98.1,54.7,9.5,10
2030-01-11 11:00:00,0.0,98.0,54.2,9.5,10
2030-01-11 12:00:00,0.0,98.0,54.2,9.5,10
2030-01-11 13:00:00,-999999.9999999404,97.2,54.2,9.5,10
2030-01-11 14:00:00,-1000000.0000001315,96.5,54.2,9.5,10
2030-01-11 15:00:00,-999999.9999999404,95.1,53.5,9.5,10
2030-01-11 16:00:00,-999916.0016799279,96.3,52.7,9.5,10
2030-01-11 17:00:00,-999999.9999999404,97.5,52.7,9.5,10
2030-01-11 18:00:00,-1000000.0000001315,99.6,52.7,9.5,10
2030-01-11 19:00:00,-999999.9999999404,100.4,53.1,9.5,10
2030-01-11 20:00:00,-999916.0016799279,102.5,54.2,9.5,10
2030-01-11 21:00:00,0.0,102.6,54.7,9.5,10
2030-01-11 22:00:00,0.0,102.6,55.7,9.5,10
2030-01-11 23:00:00,0.0,102.6,55.0,9.5,10
2030-01-12 00:00:00,1000000.0000001732,99.3,54.1,9.5,10
2030-01-12 01:00:00,999999.9999999026,94.3,53.6,9.5,10
2030-01-12 02:00:00,999999.9999999026,94.9,54.2,9.5,10
2030-01-12 03:00:00,1000000.0000001732,99.2,53.6,9.5,10
2030-01-12 04:00:00,999999.9999999026,99.5,54.2,9.5,10
2030-01-12 05:00:00,999999.9999999026,97.9,53.7,9.5,10
2030-01-12 06:00:00,0.0,92.9,52.7,9.5,10
2030-01-12 07:00:00,0.0,94.0,52.7,9.5,10
2030-01-12 08:00:00,1000000.0000001732,94.9,52.7,9.5,10
2030-01-12 09:00:00,999999.9999999026,94.9,54.0,9.5,10
2030-01-12 10:00:00,-1000000.0000001315,94.9,54.2,9.5,10
2030-01-12 11:00:00,-999999.9999999404,94.9,53.5,9.5,10
2030-01-12 12:00:00,1000000.0000001732,97.9,52.7,9.5,10
2030-01-12 13:00:00,517023.8095236831,98.9,52.7,9.5,10
2030-01-12 14:00:00,-999916.0016799279,97.9,52.7,9.5,10
2030-01-12 15:00:00,-1000000.0000001315,97.1,52.7,9.5,10
2030-01-12 16:00:00,-999999.9999999404,101.0,52.7,9.5,10
2030-01-12 17:00:00,-999999.9999999404,102.7,53.8,9.5,10
2030-01-12 18:00:00,-999916.0016801191,105.4,54.2,9.5,10
2030-01-12 19:00:00,-999999.9999999404,106.0,54.2,9.5,10
2030-01-12 20:00:00,1000000.0000001732,107.0,55.3,9.5,10
2030-01-12 21:00:00,999999.9999999026,107.0,55.7,9.5,10
2030-01-12 22:00:00,999999.9999999026,107.3,55.7,9.5,10
2030-01-12 23:00:00,1000000.0000001732,108.6,56.4,9.5,10
2030-01-13 00:00:00,999999.9999999026,108.6,56.0,9.5,10
2030-01-13 01:00:00,999999.9999999026,111.8,55.6,9.5,10
2030-01-13 02:00:00,1000000.0000001732,113.8,54.2,9.5,10
2030-01-13 03:00:00,999999.9999999026,114.6,54.2,9.5,10
2030-01-13 04:00:00,-999999.9999999404,114.6,54.2,9.5,10
2030-01-13 05:00:00,-1000000.0000001315,115.8,54.2,9.5,10
2030-01-13 06:00:00,-999916.0016799279,116.1,55.9,9.5,10
2030-01-13 07:00:00,-999999.9999999404,116.3,57.2,9.5,10
2030-01-13 08:00:00,-999999.9999999404,113.9,56.0,9.5,10
2030-01-13 09:00:00,999999.9999999026,113.0,55.7,9.5,10
2030-01-13 10:00:00,-999999.9999999404,112.0,55.7,9.5,10
2030-01-13 11:00:00,999999.9999999026,111.4,55.6,9.5,10
2030-01-13 12:00:00,999999.9999999026,108.6,54.9,9.5,10
2030-01-13 13:00:00,1000000.0000001732,108.5,55.4,9.5,10
2030-01-13 14:00:00,999999.9999999026,107.9,54.2,9.5,10
2030-01-13 15:00:00,-999999.9999999404,105.2,54.2,9.5,10
2030-01-13 16:00:00,-999916.0016799279,105.4,54.2,9.5,10
2030-01-13 17:00:00,-1000000.0000001315,105.4,54.2,9.5,10
2030-01-13 18:00:00,-999999.9999999404,105.4,54.2,9.5,10
2030-01-13 19:00:00,-999999.9999999404,106.7,55.4,9.5,10
2030-01-13 20:00:00,-761612.7677446457,106.9,55.7,9.5,10
2030-01-13 21:00:00,999999.9999999026,106.9,56.7,9.5,10
2030-01-13 22:00:00,999999.9999999026,106.9,57.2,9.5,10
2030-01-13 23:00:00,1000000.0000001732,106.9,56.2,9.5,10
2030-01-14 00:00:00,999999.9999999026,106.9,55.7,9.5,10
2030-01-14 01:00:00,999999.9999999026,109.5,55.3,9.5,10
2030-01-14 02:00:00,1000000.0000001732,112.9,55.1,9.5,10
2030-01-14 03:00:00,0.0,114.4,55.0,9.5,10
2030-01-14 04:00:00,-999916.0016799279,114.5,54.2,9.5,10
2030-01-14 05:00:00,-1000000.0000001315,115.0,54.2,9.5,10
2030-01-14 06:00:00,0.0,116.1,56.0,9.5,10
2030-01-14 07:00:00,0.0,117.4,57.2,9.5,10
2030-01-14 08:00:00,0.0,117.6,57.2,9.5,10
2030-01-14 09:00:00,0.0,117.8,57.2,9.5,10
2030-01-14 10:00:00,0.0,114.6,56.4,9.5,10
2030-01-14 11:00:00,0.0,116.0,55.7,9.5,10
2030-01-14 12:00:00,0.0,114.6,55.7,9.5,10
2030-01-14 13:00:00,0.0,112.8,55.7,9.5,10
2030-01-14 14:00:00,0.0,111.5,55.1,9.5,10
2030-01-14 15:00:00,-999999.9999999404,110.3,54.8,9.5,10
2030-01-14 16:00:00,-999999.9999999404,109.9,54.2,9.5,10
2030-01-14 17:00:00,-999916.0016801191,109.9,54.2,9.5,10
2030-01-14 18:00:00,-999999.9999999404,111.1,54.9,9.5,10
2030-01-14 19:00:00,-999999.9999999404,112.9,55.7,9.5,10
2030-01-14 20:00:00,-999999.9999999404,112.9,56.7,9.5,10
2030-01-14 21:00:00,-1000000.0000001315,112.9,57.2,9.5,10
2030-01-14 22:00:00,-999916.0016799279,115.3,57.2,9.5,10
2030-01-14 23:00:00,-999999.9999999404,118.8,57.2,9.5,10
2030-01-15 00:00:00,-1000000.0000001315,119.0,56.6,9.5,10
2030-01-15 01:00:00,-999999.9999999404,120.2,55.7,9.5,10
2030-01-15 02:00:00,-999916.0016799279,120.5,55.7,9.5,10
2030-01-15 03:00:00,-999999.9999999404,121.3,55.7,9.5,10
2030-01-15 04:00:00,-1000000.0000001315,122.0,55.7,9.5,10
2030-01-15 05:00:00,-999999.9999999404,122.0,56.6,9.5,10
2030-01-15 06:00:00,-999916.0016799279,122.0,57.2,9.5,10
2030-01-15 07:00:00,-1000000.0000001315,122.0,58.5,9.5,10
2030-01-15 08:00:00,-999999.9999999404,122.0,58.7,9.5,10
2030-01-15 09:00:00,0.0,122.0,58.7,9.5,10
2030-01-15 10:00:00,0.0,120.1,58.7,9.5,10
2030-01-15 11:00:00,0.0,119.0,58.7,9.5,10
2030-01-15 12:00:00,0.0,118.4,58.7,9.5,10
2030-01-15 13:00:00,0.0,114.5,58.4,9.5,10
2030-01-15 14:00:00,-999999.9999999404,111.4,57.2,9.5,10
2030-01-15 15:00:00,-999916.0016799279,111.3,57.2,9.5,10
2030-01-15 16:00:00,-1000000.0000001315,109.9,57.2,9.5,10
2030-01-15 17:00:00,-999999.9999999404,109.9,57.2,9.5,10
2030-01-15 18:00:00,-999999.9999999404,112.0,57.2,9.5,10
2030-01-15 19:00:00,-999916.0016801191,115.2,57.2,9.5,10
2030-01-15 20:00:00,-999999.9999999404,117.5,57.2,9.5,10
2030-01-15 21:00:00,-999999.9999999404,117.5,58.6,9.5,10
2030-01-15 22:00:00,-999999.9999999404,119.1,58.7,9.5,10
2030-01-15 23:00:00,-1000000.0000001315,120.7,58.7,9.5,10
2030-01-16 00:00:00,-999916.0016799279,122.0,57.5,9.5,10
2030-01-16 01:00:00,-999999.9999999404,122.7,56.8,9.5,10
2030-01-16 02:00:00,-1000000.0000001315,125.1,55.7,9.5,10
2030-01-16 03:00:00,-999999.9999999404,127.9,55.7,9.5,10
2030-01-16 04:00:00,-999916.0016799279,129.6,55.7,9.5,10
2030-01-16 05:00:00,-999999.9999999404,129.6,55.7,9.5,10
2030-01-16 06:00:00,-1000000.0000001315,129.6,56.9,9.5,10
2030-01-16 07:00:00,-999999.9999999404,129.6,57.2,9.5,10
2030-01-16 08:00:00,-999916.0016799279,127.9,57.2,9.5,10
2030-01-16 09:00:00,-1000000.0000001315,126.6,57.2,9.5,10
2030-01-16 10:00:00,-999999.9999999404,127.2,57.2,9.5,10
2030-01-16 11:00:00,-999999.9999999404,129.1,57.2,9.5,10
2030-01-16 12:00:00,-999916.0016799279,129.6,56.3,9.5,10
2030-01-16 13:00:00,-1000000.0000001315,129.6,55.7,9.5,10
2030-01-16 14:00:00,-999999.9999999404,128.1,55.9,9.5,10
2030-01-16 15:00:00,-999999.9999999404,122.9,56.2,9.5,10
2030-01-16 16:00:00,-999916.0016801191,118.8,55.7,9.5,10
2030-01-16 17:00:00,-999999.9999999404,115.9,55.7,9.5,10
2030-01-16 18:00:00,-999999.9999999404,120.5,55.7,9.5,10
2030-01-16 19:00:00,-999999.9999999404,122.3,55.7,9.5,10
2030-01-16 20:00:00,-1000000.0000001315,119.5,56.1,9.5,10
2030-01-16 21:00:00,-999916.0016799279,114.0,57.2,9.5,10
2030-01-16 22:00:00,-999999.9999999404,112.8,57.3,9.5,10
2030-01-16 23:00:00,-1000000.0000001315,113.9,57.9,9.5,10
2030-01-17 00:00:00,-999999.9999999404,114.7,55.8,9.5,10
2030-01-17 01:00:00,-999916.0016799279,116.0,55.5,9.5,10
2030-01-17 02:00:00,-999999.9999999404,116.3,54.1,9.5,10
2030-01-17 03:00:00,-1000000.0000001315,115.8,54.1,9.5,10
2030-01-17 04:00:00,-999999.9999999404,115.8,54.1,9.5,10
2030-01-17 05:00:00,-999916.0016799279,115.8,54.1,9.5,10
2030-01-17 06:00:00,-1000000.0000001315,115.8,55.5,9.5,10
2030-01-17 07:00:00,-999999.9999999404,113.1,55.6,9.5,10
2030-01-17 08:00:00,-999999.9999999404,111.2,55.6,9.5,10
2030-01-17 09:00:00,-999916.0016799279,110.6,55.6,9.5,10
2030-01-17 10:00:00,-1000000.0000001315,109.4,55.6,9.5,10
2030-01-17 11:00:00,-999999.9999999404,108.2,55.6,9.5,10
2030-01-17 12:00:00,-999999.9999999404,108.2,55.2,9.5,10
2030-01-17 13:00:00,-999916.0016801191,108.2,54.1,9.5,10
2030-01-17 14:00:00,-999999.9999999404,108.2,54.8,9.5,10
2030-01-17 15:00:00,-999999.9999999404,108.1,55.6,9.5,10
