label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;Sirr;Sirr_set;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param
evaporator reciculation pump;pump;['power'];[None];[80.88003906435625];['0x7f48cd4a82b0'];['eta_s'];['eta_s_char'];False;nan;92.63003742227095;False;False;0.7393169938144774;False;False;1.0101010101010102;False;False;0.07892584250519556;False;0x7f48cd49c588;True;GENERIC;nan;0x7f48cd4c7940;False;default;nan
