label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set;Sirr_var
vessel;vessel;[];[];[];[];man;[];[];False;0.1089970765059263;False;False;4539168667.234771;False;False;33.48188873275242;False;False
