label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];False;nan;0.11763367966555131;False;False;282948614.0408168;False;False;177.78742330708823;False
