label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat'];[None];[1000000.0000000001];['0x7ff8f0b87860'];auto;['pr2', 'ttd_u'];['zeta2', 'kA'];False;-1000000.0000000001;False;False;93895.00365441025;False;False;10.650193951539721;False;False;0x7ff8f0b36d30;False;default;m;0x7ff8f0b36e80;False;default;m;4.999999999997726;True;False;19.48823874460487;False;False;0.99;True;False;0.99;True;False;5949385.437583972;False;False;84275.1743700803;False;False;True;True;-2588.4164343275747;False;2793.1430622218436;False;204.72662789426886;False;nan;False
