label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat'];[None];[999999.9999999594];['0x7f57ca5e7390'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-99999.99999999594;False;False;5610.85641476609;True;False;17.822591171077903;False;False;0x7f57ca6017f0;False;HE_HOT;m;0x7f57ca6016a0;False;HE_COLD;m;5.000000000006423;False;False;43.59483476587036;False;False;0.9996066347616716;False;False;0.9998000257071111;False;False;380385.0613060541;True;False;1527936.6318559994;True;False;-283.81081837392514;False;305.56914405932065;False;21.758325685395505;False;nan;False
