label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;fuel;fuel_set;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set;S_var
combustion chamber;combustion_chamber;['ti'];[None];[1059040.2959257455];['0x7f2cab4872b0'];[];[];False;nan;CH4;True;1.4999999999999991;True;False;1059040.2959257455;False;False;1;False;False
