label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[999999.9999999999];['0x7ff56fe5e898'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-999999.9999999999;False;False;72446.6772622413;False;False;13.803255550012546;False;False;5.000000000002331;True;False;29.500227193946557;False;False;0.9899999999999999;True;False;0.99;True;False;4717486.995813571;False;False;190118.72469349077;False;False;True;True;0x7ff56fe89390;False;default;m;0x7ff56fe89668;False;default;m;-2674.7239237296244;False;2874.239530616389;False;199.51560688676454;False;nan;False
