label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;Sirr;Sirr_set;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param
cooling water pump;pump;['power'];[None];[34507.96147873216];['0x7f2cad52bd30'];['eta_s'];['eta_s_char'];False;nan;34507.96147873216;False;False;0.8000000007256811;True;False;1.0411265822521234;False;False;20.715984851337737;False;0x7f2cad5584e0;False;default;m;0x7f2cad558550;False;default;nan
