label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;num_in;num_in_set;zero_flag;zero_flag_set
cooling water merge;merge;[];[];[];[];[];[];False;nan;2;True;nan;False
