label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat'];[None];[999999.9999999594];['0x7fe333b85f60'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-1000000.0;False;False;57536.41449037803;True;False;17.380297483904435;False;False;14.999999999998408;False;False;19.999999999987438;False;False;0.980000000000041;False;False;0.9800000000000526;False;False;380385.0613060692;True;False;520130.6476292185;True;False;0x7fe333b40320;False;HE_HOT;m;0x7fe333b401d0;False;HE_COLD;m;-2873.537128041206;False;3027.504353752744;False;153.96722571153805;False;nan;False
