label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;Sirr;Sirr_set;char_map;char_map_set;char_map_method;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param
compressor 1;compressor;['power'];[None];[60060.16143910742];['0x7f48cd4a82b0'];['eta_s'];['eta_s_char'];False;nan;60060.16143910742;False;False;0.9200000000000023;True;False;1.5;True;False;0;False;False;14.381299698170906;False;0x7f48cd4a8a58;False;GENERIC;nan;0x7f48cd4c7b38;False;default;m
compressor 2;compressor;['power'];[None];[174254.7945899463];['0x7f48cd4a82b0'];['eta_s'];['eta_s_char'];False;nan;174254.7945899463;False;False;0.9000000000000015;True;False;3.2932476502636514;False;False;0;False;False;46.080865950005865;False;0x7f48cd4c7a58;False;GENERIC;nan;0x7f48cd4c7b38;False;default;m
