label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
intercooler;heat_exchanger_simple;[];[];[];[];['pr'];['zeta'];False;nan;-5322.891891602843;False;False;0.9800000000000001;True;False;4623.2645936763165;False;False;1;False;False;1;False;False;1;False;False;1;False;False;1;False;False;0x7f48cd45d4a8;False;HE_HOT;m;-7.682344228983575;False;nan;False;nan;False;default;default
