label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];False;nan;0.21075985224266838;False;False;1740020.4277820336;False;False;165.80351273352645;False
