label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[1000000.0000000001];['0x7f383c4e6080'];auto;['pr2', 'ttd_u'];['zeta2', 'kA'];False;-124999.99999999999;False;False;4899.008200844676;True;False;25.515368596126816;False;False;0x7f383c4a3dd8;False;default;m;0x7f383c4a3f28;False;default;m;18.965772282439048;False;False;33.42297549513137;False;False;0.9900000000000001;True;False;0.9998437783129934;False;False;606479297.3215073;False;False;84275.17437009237;True;False;True;True;-303.7054750049612;False;349.10066636742744;False;45.39519136246622;False;nan;False
