label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set
valve;valve;[];[];[];[];auto;[];[];False;0.09073275184205465;False;False;21975294287.95597;False;False;29.893944506893327;False
