label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];False;nan;-687963.6711790214;False;False;95825.93797267717;False;False;7.179305371111319;False;False;0x7f2cab4a9a90;False;EVA_HOT;m;0x7f2cab4a9b00;False;EVA_COLD;m;9.915109993636236;False;False;4.999999999769841;True;False;0.99;True;False;0.9899999999999999;True;False;3261.476424528879;False;False;47531.91168960623;False;False;-2327.014223911181;False;2387.680971040474;False;60.66674712929307;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-12279.61961672394;False;False;1665.9458060571455;False;False;7.370959830792192;False;False;0x7f2cab4a9e80;False;HE_HOT;m;0x7f2cab4a9ef0;False;HE_COLD;m;5.304390550696667;False;False;9.915109993636236;False;False;0.99;True;False;0.99;True;False;3292.5096146519404;False;False;67007.59429115098;False;False;-40.85417327510312;False;46.14590874460525;False;5.291735469502129;False;nan;False
