label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat'];[None];[999999.9999999999];['0x7f2cab4ca668'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-999999.9999999999;False;False;93895.0036543197;False;False;10.650193951549989;False;False;0x7f2cab4aa6a0;False;default;m;0x7f2cab4aa358;False;default;m;5.000000000008811;True;False;19.488238744608054;False;False;0.99;True;False;0.99;True;False;5949385.437584381;False;False;84275.17436972148;False;False;True;True;-2588.4164343275343;False;2793.1430622215316;False;204.72662789399737;False;nan;False
