label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
intercooler;heat_exchanger_simple;[];[];[];[];['pr'];['zeta'];False;nan;-32133.941593889922;False;False;0.98;True;False;362427.8915668078;False;False;1;False;False;1;False;False;1;False;False;1;False;False;1;False;False;0x7f2cad4fba58;False;HE_HOT;m;-89.68069471528574;False;nan;False;nan;False;default;default
