label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;fuel;fuel_set;fuel_var;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_method;tiP_char_param;Q1_char;Q1_char_set;Q1_char_method;Q1_char_param;Q2_char;Q2_char_set;Q2_char_method;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_method;Qloss_char_param;S;S_set;S_var
cogeneration unit;cogeneration_unit;['power', 'heat'];['P', 'Q'];[1143349.6987561227, 398717.222220771];['0x7ff9458afcc0', '0x7ff9458aff28'];auto;['pr1', 'pr2'];['zeta1', 'zeta2'];False;CH4;True;False;1.0050000000000079;True;False;1122352.1321845835;False;False;448940.8528738334;True;True;96522.28336787404;False;False;96522.28336787404;False;False;143661.0729196267;True;True;0.9975004053577317;False;False;0.9975193820525972;False;False;25523.31478686977;True;False;25212.875437709175;True;False;0x7ff9458c1f28;False;TI;nan;0x7ff9458c1fd0;False;Q1;nan;0x7ff9458c1f98;False;Q2;nan;0x7ff9458c1ef0;False;QLOSS;nan;32048427.826520227;False;False
