label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat'];[None];[999999.9999999193];['0x7fd5105f5f98'];auto;['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;-999999.9999999193;False;False;199993.26508605888;False;False;5.0001683785181985;False;False;0x7fd510594d68;False;HE_HOT;m;0x7fd510594c18;False;HE_COLD;m;4.999999999998181;False;False;5.000000000004775;False;False;0.98;True;False;0.98;True;False;169118.89669412488;False;False;169237.67752441537;False;False;-2872.369096274956;False;2915.6743479838615;False;43.305251708905416;False;nan;False
