label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];False;nan;0.3958009237322964;False;False;5117619066.167162;False;False;20.155939050698834;False
