label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[1000000.0000000001];['0x7f29e3f390b8'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-300000.00000000006;False;False;13993.283165134959;True;False;21.43885723312358;False;False;0x7f29e3ef5208;False;default;m;0x7f29e3ef5240;False;default;m;11.477626668542996;False;False;35.9623872594143;False;False;0.9900000000000001;True;False;0.999100102771936;False;False;54009857.480602756;False;False;190118.72469347858;True;False;True;True;-799.4981328723186;False;862.2079312628751;False;62.70979839055656;False;nan;False
