label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;Sirr;Sirr_set;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param
evaporator reciculation pump;pump;['total compressor power'];[None];[229.2521472014762];['0x7f29e3f393c8'];['eta_s'];['eta_s_char'];False;nan;136.37645589884002;False;False;0.4948346655526563;False;False;1.0101010101010102;False;False;0.20770120629135835;False;0x7f29e3f5a4e0;True;GENERIC;nan;0x7f29e3f5ae10;False;default;nan
