label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];False;nan;-288732.4188524275;False;False;28237.5803097434;True;False;10.225111914167806;False;False;0x7f29e3ef5400;False;EVA_HOT;m;0x7f29e3ef52b0;False;EVA_COLD;m;21.044977630594417;False;False;3.9569884577109065;False;False;0.9988406961602871;False;False;0.9899999999999999;True;False;25695.552580347998;True;False;2241518.938879569;False;False;-839.0416438304705;False;870.7281334340724;False;31.6864896036019;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-7262.875171014229;False;False;388.7173888911465;True;False;18.68420445952334;False;False;0x7f29e3ef53c8;False;HE_HOT;m;0x7f29e3ef54a8;False;HE_COLD;m;16.506950569939193;False;False;21.04497763059436;False;False;0.9988311261829711;False;False;0.9991819737870492;False;False;25804.613782728324;True;False;375023.96306817315;True;False;-20.57434461825316;False;21.852601593630926;False;1.278256975377765;False;nan;False
