label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];False;nan;-736691.7546488885;False;False;49003.11331893464;False;False;15.033570415295088;False;False;0x7f48cd45d390;False;EVA_HOT;m;0x7f48cd45d358;False;EVA_COLD;m;33.67282604730724;False;False;4.99999999999136;True;False;0.99;True;False;0.9899999999999999;True;False;158971.0079984068;False;False;842.4219692880334;False;False;-2184.0525834187015;False;2315.775823236977;False;131.7232398182755;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-34235.30117459656;False;False;1070.9862358476512;False;False;31.96614487533579;False;False;0x7f48cd45d320;False;HE_HOT;m;0x7f48cd45d240;False;HE_COLD;m;30.318129538149662;False;False;33.6728260473073;False;False;0.99;True;False;0.9900000000000001;True;False;159257.1355858021;False;False;1067.5041932232532;False;False;-97.03595975035817;False;111.0475704800177;False;14.011610729659523;False;nan;False
