label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
heat exchanger;heat_exchanger;['heat'];[None];[999999.9999999594];['0x7f1e94eb6320'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-999999.9999999594;False;False;64863.671635126375;False;False;15.416950271103953;False;False;0x7f1e94e52780;False;HE_HOT;m;0x7f1e94e52630;False;HE_COLD;m;5.000000000006878;False;False;35.000000000014154;False;False;0.98;True;False;0.98;True;False;380385.0613060689;False;False;1527936.6318563283;False;False;-2873.5371280404793;False;3055.9350748885254;False;182.3979468480461;False;nan;False
