label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var;hydro_group;kA_group
electrode boiler;heat_exchanger_simple;['heat', 'power'];[None, None];[999999.9999999998, 999999.9999999998];['0x7f5b083edda0', '0x7f5af709dcc0'];auto;['pr'];['zeta'];False;10000.0;False;False;0.9999980002508557;False;False;190174.39382025157;True;False;1;False;False;1;False;False;1;False;False;1;False;False;1;False;False;0x7f5af70bcba8;False;HE_HOT;m;28.740053847615133;False;False;1;False;False;1;False;False;default;default
