T_max;T_min;T_unit;fluids;h_max;h_min;h_unit;m_unit;p_max;p_min;p_unit
1500.0;0.010000000000047748;C;['H2O'];7000000.0;1000.0;J / kg;kg / s;300.0;0.002;bar
