label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set;Sirr_var
valve;valve;[];[];[];[];man;[];[];False;0.10824660271841108;False;False;6849366356.454004;False;False;33.581840868617185;False;False
