label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var;zero_flag;zero_flag_set;zero_flag_var
condenser;condenser;['total delivered heat'];[None];[1000000.0000000001];['0x7ff0bc41bda0'];auto;['pr2', 'ttd_u'];['zeta2', 'kA'];False;-99999.99999999996;False;False;7947.587408015578;True;False;12.582434752355724;False;False;0x7ff0bc447eb8;False;COND_HOT;m;0x7ff0bc447f28;False;COND_COLD;m;3.128017010906092;False;False;32.632804894067135;False;False;0.9900000000000001;True;False;0.999900012422765;False;False;295456455.2532813;False;False;190118.72469340317;True;False;-272.97115364966743;False;False;287.40077075949085;False;False;14.429617109823425;False;False;1;False;False
