label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var;zero_flag;zero_flag_set;zero_flag_var
evaporator;heat_exchanger;[];[];[];[];auto;['pr1', 'ttd_l'];['zeta1', 'kA'];False;-117727.4589101287;False;False;36850.094563965125;True;False;3.1947668059786127;False;False;0x7ff0bc447fd0;False;EVA_HOT;m;0x7ff0bc447f60;False;EVA_COLD;m;3.461660688395682;False;False;2.9419570414159466;False;False;0.9899988438040948;False;False;0.9900000000000004;True;False;1255.3829222005;True;False;1101232.9862745637;False;False;-412.6603190361286;False;False;417.9619951323828;False;False;5.301676096254198;False;False;1;False;False
superheater;heat_exchanger;[];[];[];[];auto;['pr1', 'pr2', 'ttd_u'];['zeta1', 'zeta2', 'kA'];False;-1343.6984522344915;False;False;1157.1609782855876;True;False;1.161202699926221;False;False;0x7ff0ab579198;False;HE_HOT;m;0x7ff0ab579048;False;HE_COLD;m;0.21055045715439746;False;False;3.461660688395682;False;False;0.9899999795408743;False;False;0.9997877491772797;False;False;1267.884817404748;True;False;32182.245639927856;True;False;-4.126336718856979;False;False;4.7570553664608735;False;False;0.6307186476038948;False;False;1;False;False
intercooler;heat_exchanger;[];[];[];[];auto;['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;-81287.50141443478;False;False;2535.872864944985;True;False;32.05503814411386;False;False;0x7ff0ab579208;False;default;m;0x7ff0ab5792b0;False;default;m;56.96884825365379;False;False;15.743403015004105;False;False;0.9994548713672856;False;False;0.9800093553262396;False;False;293938.8380771437;True;False;4358659.47285733;True;False;-264.0361490844625;False;False;277.9591750042187;False;False;13.923025919756185;False;False;1;False;False
