label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[999999.9999999999];['0x7ff56fe5e898'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-300000.00000000006;False;False;13334.46614891202;True;False;22.498088536111176;False;False;12.434373526742036;False;False;36.91690055510236;False;False;0.99;True;False;0.9991001027719345;False;False;67015666.63531432;False;False;190118.72469350245;True;False;True;True;0x7ff56fe89390;False;default;m;0x7ff56fe89668;False;default;m;-779.2165405647065;False;862.2079312624579;False;82.9913906977514;False;nan;False
