label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param;Sirr;Sirr_set
evaporator reciculation pump;pump;['total compressor power'];[None];[35.384358832458254];['0x7ff56fe5eba8'];['eta_s'];['eta_s_char'];False;nan;13.395862710942739;False;False;0.7385473745792622;False;False;1.0101010101010102;False;False;0x7ff56ff13668;True;default;m;0x7ff56ff130b8;False;default;nan;0.010881184892767138;False
