label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_method;dp_char_param;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];False;nan;0.3029218392349512;False;False;7087970451.576986;False;False;0x7ff56fe5e5c0;False;default;m;23.4156174102648;False
