label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;Sirr;Sirr_set;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param
evaporator reciculation pump;pump;['total compressor power'];[None];[48.713288053595235];['0x7f383c4eec88'];auto;['eta_s'];['eta_s_char'];False;18.45666869813112;False;False;0.2714184371411863;False;False;1.0101010101010104;False;False;0.046636963829503456;False;0x7f383c4a39b0;True;GENERIC;nan;0x7f383c4a3940;False;default;nan
