label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
electrode boiler;heat_exchanger_simple;['heat', 'power'];[None, None];[999999.9999999993, 999999.9999999993];['0x7f2cab47e438', '0x7f2cab47e5f8'];['pr'];['zeta'];False;nan;999999.9999999993;False;False;0.98;True;False;190174.393824755;False;False;1;False;False;1;False;False;1;False;False;1;False;False;1;False;False;0x7f2cab467da0;False;HE_HOT;m;2874.239517287525;False;nan;False;nan;False;default;default
