label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;Sirr;Sirr_set;char_map;char_map_set;char_map_method;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param
compressor 1;compressor;['power'];[None];[60060.16143910742];['0x7f48cd4a82b0'];['eta_s'];['eta_s_char'];False;nan;86480.90072887232;False;False;0.9659999999999916;False;False;1.5;True;False;0;False;False;9.195862617875827;False;0x7f48cd4a8a58;False;GENERIC;nan;0x7f48cd4c7b38;True;default;m
compressor 2;compressor;['power'];[None];[174254.7945899463];['0x7f48cd4a82b0'];['eta_s'];['eta_s_char'];False;nan;480994.9432249232;False;False;0.9449999999999997;False;False;10.806619899886075;False;False;0;False;False;64.59983504417046;False;0x7f48cd4c7a58;False;GENERIC;nan;0x7f48cd4c7b38;True;default;m
