label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;fuel;fuel_set;fuel_var;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_method;tiP_char_param;Q1_char;Q1_char_set;Q1_char_method;Q1_char_param;Q2_char;Q2_char_set;Q2_char_method;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_method;Qloss_char_param;S;S_set;S_var
cogeneration unit;cogeneration_unit;['power', 'heat', 'ti'];['P', 'Q', 'TI'];[1143349.6987557036, 398717.2222206245, 2572536.8222003332];['0x7f87d20bff60', '0x7f87d20dc3c8', '0x7f87d20dc358'];auto;['pr1', 'pr2'];['zeta1', 'zeta2'];False;CH4;True;False;1.0049999999999866;True;False;895999.3747451497;False;False;358399.7498980599;True;True;77055.9462280829;False;False;77055.9462280829;False;False;114687.91996737916;True;True;0.9984002874517295;False;False;0.9984138707739326;False;False;25523.314786620565;True;False;25212.875437457893;True;False;0x7f87d2083748;False;TI;nan;0x7f87d2083898;False;Q1;nan;0x7f87d2083668;False;Q2;nan;0x7f87d20837b8;False;QLOSS;nan;25638329.98925039;False;False
