label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var;zero_flag;zero_flag_set;zero_flag_var
heat exchanger;heat_exchanger;['heat'];[None];[1000000.0];['0x7f14eb087be0'];auto;['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;-100000.00000000003;False;False;176.19640392719865;True;False;567.548473017181;False;False;0x7f14eb0a7400;False;HE_HOT;m;0x7f14eb0a7cf8;False;HE_COLD;m;1426.8711423946702;False;False;150.5729727489438;False;False;0.9999879750150639;False;False;0.9998000734365424;False;False;117.56152149997111;True;False;21073.350087805524;True;False;-96.28314615029265;False;False;279.23014383086377;False;False;182.94699768057112;False;False;1;False;False
