label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;fuel;fuel_set;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set;S_var
combustion chamber;combustion_chamber;['ti'];[None];[1059040.2959256656];['0x7f0a831d5c18'];[];[];False;nan;CH4;True;1.5000000000002556;True;False;113428.42323998128;False;False;1;False;False
