label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;['heat storage'];[None];[798420.2372817467];['0x7f379f1206a0'];['pr1', 'ttd_l'];['zeta1', 'kA'];False;nan;-798420.2372817467;False;False;64914.13474699339;False;False;12.299636133080044;False;False;24.594229839780326;False;False;4.999999999992042;True;False;0.99;True;False;0.99;True;False;63269.20357271608;False;False;833240.173974632;False;False;0x7f379f0d42e8;False;EVA_HOT;m;0x7f379f0d40b8;False;EVA_COLD;m;-2398.585747491785;False;2509.722670623775;False;111.13692313198999;False;nan;False
superheater;heat_exchanger;['heat storage'];[None];[16890.24261464338];['0x7f379f120940'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];False;nan;-16890.24261464338;False;False;753.2921585382015;False;False;22.42190154669827;False;False;20.381418633987835;False;False;24.594229839780326;False;False;0.99;True;False;0.99;True;False;63576.3539967514;False;False;326212.6512962108;False;False;0x7f379f0d4208;False;HE_HOT;m;0x7f379f0d41d0;False;HE_COLD;m;-49.105588978934584;False;56.63896658216117;False;7.533377603226583;False;nan;False
