label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;Sirr;Sirr_set;char_map;char_map_set;char_map_method;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param
compressor 1;compressor;['power'];[None];[124071.40981238207];['0x7f5ea78092b0'];['eta_s'];['eta_s_char'];False;nan;124071.40981238207;False;False;0.9200000000000094;True;False;2.0;True;False;0;False;False;25.398987470108942;False;0x7f5ea78275f8;False;GENERIC;nan;0x7f5ea77c3080;False;default;m
compressor 2;compressor;['power'];[None];[38198.82121087678];['0x7f5ea78092b0'];['eta_s'];['eta_s_char'];False;nan;38198.82121087678;False;False;0.900000000000024;True;False;1.2634127389664795;False;False;0;False;False;10.058596953286134;False;0x7f5ea7827f60;False;GENERIC;nan;0x7f5ea77c3080;False;default;m
