label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat'];[None];[1000000.0000000001];['0x7f5ea78091d0'];['pr2', 'ttd_u'];['zeta2', 'kA'];False;nan;-1000000.0000000001;False;False;72446.67726231946;False;False;13.803255549997658;False;False;0x7f5ea77c3278;False;default;m;0x7f5ea77c32b0;False;default;m;5.000000000002387;True;False;29.500227193896706;False;False;0.99;True;False;0.99;True;False;4158093.299988339;False;False;190118.72469349077;False;False;True;True;-2713.418852075349;False;2874.239530616389;False;160.8206785410398;False;nan;False
