label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;interface;design_path;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];False;nan;0.41202947783469607;False;False;442231348.1543474;False;False;54.59828590017906;False
